Car_ID,Brand,Model_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_Per_Year,Mileage_Category,Price_Category,Power_Per_CC,Efficiency_to_Power,Usage_Intensity,Depreciation_Rate,Engine_Size_Category,Power_Rating,Fuel_Type_Category,Is_Automatic,Owner_History_Numeric,Price_Per_Seat
242,Ford,2016,34300,Electric,Automatic,Second,3794,463.6,23.08,6,77997.71,9,7799.771000000001,Low,Premium,122.19293621507644,0.04977356049169721,3430.0,0.05349319238741256,Large,Very High,Eco-Friendly,1,1,11142.53
243,BMW,2023,94881,Petrol,Manual,Third,4544,305.5,8.4,7,108447.33,2,36149.11,Medium,Luxury,67.23151408450705,0.027486910994764396,31627.0,0.005634019445020499,Large,Medium,Traditional,0,2,13555.91625
244,Kia,2009,15749,Electric,Automatic,First,3556,166.4,25.9,6,22178.67,16,1304.6276470588234,Low,Budget,46.79415073115861,0.15555555555555556,926.4117647058823,0.12003785448566189,Large,Low,Eco-Friendly,1,0,3168.3814285714284
245,Hyundai,2016,109131,Petrol,Automatic,Third,2444,385.3,8.87,6,47624.83,9,4762.483,High,Mid-range,157.65139116202946,0.02301504929942916,10913.1,0.07281132948234183,Medium,High,Traditional,1,2,6803.547142857143
246,Kia,2021,161193,Petrol,Manual,Second,3944,62.6,12.53,2,19481.63,4,3896.326,Very High,Budget,15.872210953346856,0.19984051036682612,32238.6,0.01285247422960863,Large,Low,Traditional,0,1,6493.876666666667
247,Toyota,2021,133563,Diesel,Automatic,Second,1042,222.7,11.22,4,76118.42,4,15223.684,High,Mid-range,213.7236084452975,0.05035906642728905,26712.6,0.011702664050777054,Small,Medium,Traditional,1,1,15223.684
248,Kia,2014,42487,Diesel,Automatic,Third,4885,302.4,14.31,7,88277.85,11,7356.4875,Low,Premium,61.90378710337769,0.047305785123966944,3540.5833333333335,0.03768059960001744,Large,Medium,Traditional,1,2,11034.73125
249,BMW,2021,169433,Diesel,Manual,Second,970,122.9,11.37,6,112033.79,4,22406.757999999998,Very High,Luxury,126.70103092783506,0.0924390243902439,33886.6,0.004387922715792122,Small,Low,Traditional,0,1,16004.827142857142
250,Toyota,2019,26223,Hybrid,Manual,Second,1452,591.4,17.22,7,35628.02,6,5089.717142857143,Low,Budget,407.30027548209364,0.029112426035502955,3746.1428571428573,0.09959297224565818,Small,Very High,Eco-Friendly,0,1,4453.5025
251,Kia,2016,77930,Hybrid,Automatic,First,4312,157.1,15.19,7,114174.71,9,11417.471000000001,Medium,Luxury,36.43320964749536,0.09662849872773538,7793.0,0.012383544626085529,Large,Low,Eco-Friendly,1,0,14271.83875
252,BMW,2020,150128,Diesel,Manual,Third,2299,113.0,29.66,6,10401.73,5,1733.6216666666667,High,Budget,49.151805132666375,0.2622458001768347,25021.333333333332,0.054312666002097526,Medium,Low,Traditional,0,2,1485.9614285714285
253,Hyundai,2023,33380,Hybrid,Automatic,Third,2899,154.0,6.4,5,73552.62,2,24517.539999999997,Low,Mid-range,53.12176612625043,0.041531473069435436,11126.666666666666,0.004187421366888537,Medium,Low,Eco-Friendly,1,2,12258.769999999999
254,Kia,2012,31035,Electric,Manual,Third,2958,470.7,8.55,4,9684.53,13,691.7521428571429,Low,Budget,159.12778904665313,0.018160577740016993,2216.785714285714,0.6317775072711559,Medium,Very High,Eco-Friendly,0,2,1936.9060000000002
255,BMW,2021,35620,Electric,Automatic,Second,2772,278.3,6.32,4,107571.58,4,21514.316,Low,Luxury,100.3968253968254,0.022701149425287354,7124.0,0.010348362008236672,Medium,Medium,Eco-Friendly,1,1,21514.316
256,Ford,2009,155949,Hybrid,Manual,Third,4725,356.6,20.65,2,64987.66,16,3822.803529411765,Very High,Mid-range,75.47089947089948,0.05789178581440986,9173.470588235294,0.08779377817606948,Large,High,Eco-Friendly,0,2,21662.553333333333
257,Nissan,2020,191388,Hybrid,Automatic,Third,3058,51.8,6.36,2,81313.76,5,13552.293333333333,Very High,Premium,16.939175931981687,0.12254335260115608,31898.0,0.0031851535932713817,Medium,Low,Eco-Friendly,1,2,27104.586666666666
258,Ford,2010,122360,Electric,Automatic,First,4839,59.3,25.91,2,100294.15,15,6268.384375,High,Premium,12.254598057449885,0.4361952861952862,7647.5,0.008868823666947006,Large,Low,Eco-Friendly,1,0,33431.38333333333
259,Nissan,2012,58352,Petrol,Automatic,First,2835,289.7,17.8,4,20586.34,13,1470.452857142857,Medium,Budget,102.18694885361552,0.06142167011732229,4168.0,0.1829328121068579,Medium,Medium,Traditional,1,0,4117.268
260,Honda,2022,166983,Electric,Manual,First,4071,497.3,18.18,5,7515.21,3,1878.8025,Very High,Budget,122.15671825104398,0.03655006031363088,41745.75,0.19849099479657967,Large,Very High,Eco-Friendly,0,0,1252.535
261,Honda,2016,168856,Electric,Manual,Second,1657,535.7,19.04,4,105829.09,9,10582.909,Very High,Premium,323.29511164755587,0.03553564762971257,16885.6,0.045556986675528675,Small,Very High,Eco-Friendly,0,1,21165.818
262,Honda,2019,8191,Hybrid,Automatic,Third,4623,88.6,9.27,4,39847.19,6,5692.455714285715,Low,Mid-range,19.16504434349989,0.10450958286358512,1170.142857142857,0.013340631029916287,Large,Low,Eco-Friendly,1,2,7969.438
263,Hyundai,2013,169232,Electric,Automatic,First,1849,341.5,9.94,4,18090.53,12,1391.5792307692307,Very High,Budget,184.69442942130883,0.0290983606557377,13017.846153846154,0.2265148387118171,Small,High,Eco-Friendly,1,0,3618.1059999999998
264,Ford,2017,95536,Hybrid,Manual,First,4790,551.4,12.97,4,57809.96,8,6423.328888888889,Medium,Mid-range,115.11482254697286,0.023517679057116953,10615.111111111111,0.07630387040796416,Large,Very High,Eco-Friendly,0,0,11561.992
265,Nissan,2019,109576,Hybrid,Manual,First,1098,257.3,19.84,5,73001.81,6,10428.83,High,Mid-range,234.3351548269581,0.07707847707847706,15653.714285714286,0.021147131185772168,Small,Medium,Eco-Friendly,0,0,12166.968333333332
266,BMW,2014,185795,Diesel,Manual,Third,1723,504.6,10.25,2,6623.56,11,551.9633333333334,Very High,Budget,292.86128845037723,0.020309094511591044,15482.916666666666,0.8378820631106066,Small,Very High,Traditional,0,2,2207.8533333333335
267,Toyota,2020,8631,Electric,Manual,Third,3599,114.9,7.91,7,35162.79,5,5860.465,Low,Budget,31.925534870797442,0.06878260869565217,1438.5,0.016337829340921442,Large,Low,Eco-Friendly,0,2,4395.34875
268,BMW,2011,142244,Petrol,Manual,Third,4862,563.8,29.25,2,6837.59,14,455.83933333333334,High,Budget,115.96051007815713,0.05187089909558432,9482.933333333332,1.154214538377063,Large,Very High,Traditional,0,2,2279.1966666666667
269,Toyota,2021,47080,Diesel,Manual,Second,4845,460.8,5.55,2,52179.24,4,10435.848,Low,Mid-range,95.10835913312694,0.012041657626383161,9416.0,0.035323716410656604,Large,Very High,Traditional,0,1,17393.079999999998
270,Mercedes,2011,95353,Hybrid,Automatic,Second,2602,567.1,25.07,7,107726.7,14,7181.78,Medium,Luxury,217.9477325134512,0.04419957686882933,6356.866666666667,0.07369877942256263,Medium,Very High,Eco-Friendly,1,1,13465.8375
271,BMW,2018,156353,Hybrid,Manual,First,3513,418.9,24.7,4,117970.33,7,14746.29125,Very High,Luxury,119.24281241104468,0.05894988066825776,19544.125,0.024856039174941908,Large,High,Eco-Friendly,0,0,23594.066
272,Kia,2019,33671,Petrol,Automatic,Third,3653,243.5,12.43,5,77534.56,6,11076.365714285714,Low,Premium,66.65754174650972,0.05102627257799672,4810.142857142857,0.018842967020551604,Large,Medium,Traditional,1,2,12922.426666666666
273,Kia,2011,127811,Hybrid,Manual,First,3457,565.4,8.39,5,21911.61,14,1460.7740000000001,High,Budget,163.55221290135955,0.014836427939876216,8520.733333333334,0.3612349236352949,Medium,Very High,Eco-Friendly,0,0,3651.935
274,Audi,2013,187503,Electric,Manual,Third,4146,194.3,8.64,2,108984.38,12,8383.413846153846,Very High,Luxury,46.86444766039556,0.044444444444444446,14423.307692307691,0.021393695191043057,Large,Medium,Eco-Friendly,0,2,36328.12666666667
275,Ford,2023,132734,Diesel,Automatic,Third,2271,226.0,22.44,7,63401.0,2,21133.666666666668,High,Mid-range,99.51563188022898,0.09924812030075189,44244.666666666664,0.00712911264628876,Medium,Medium,Traditional,1,2,7925.125
276,Toyota,2020,164674,Hybrid,Automatic,Third,3749,432.5,21.07,6,20988.67,5,3498.111666666666,Very High,Budget,115.36409709255801,0.048705501618122975,27445.666666666668,0.10302686988409061,Large,High,Eco-Friendly,1,2,2998.3814285714284
277,Toyota,2012,56399,Hybrid,Manual,Second,1741,468.6,24.57,4,110842.02,13,7917.287142857143,Medium,Luxury,269.1556576680069,0.052421591636441216,4028.5,0.05495880570558254,Small,Very High,Eco-Friendly,0,1,22168.404000000002
278,Ford,2022,159544,Petrol,Automatic,Second,2707,560.5,28.44,2,91623.88,3,22905.97,Very High,Premium,207.05578130772074,0.050731359257937925,39886.0,0.018352002207260736,Medium,Very High,Traditional,1,1,30541.293333333335
279,Hyundai,2022,185302,Electric,Automatic,Third,2043,154.7,22.3,5,88609.52,3,22152.38,Very High,Premium,75.72197748409201,0.14405684754521966,46325.5,0.005237527101748189,Medium,Low,Eco-Friendly,1,2,14768.253333333334
280,Audi,2024,12099,Hybrid,Automatic,First,2266,486.9,8.9,7,85974.14,1,42987.07,Low,Premium,214.8720211827008,0.018275154004106776,6049.5,0.005663264985669113,Medium,Very High,Eco-Friendly,1,0,10746.7675
281,Hyundai,2011,161503,Petrol,Automatic,Third,4757,453.6,11.09,7,26439.76,14,1762.6506666666667,Very High,Budget,95.35421484128653,0.024443464844610973,10766.866666666667,0.24017463945816991,Large,High,Traditional,1,2,3304.97
282,Hyundai,2007,61492,Hybrid,Manual,Third,2766,75.7,26.05,2,27687.78,18,1457.2515789473684,Medium,Budget,27.368040491684745,0.3436675461741425,3236.4210526315787,0.04921126896887477,Medium,Low,Eco-Friendly,0,2,9229.26
283,Hyundai,2022,101722,Petrol,Automatic,First,1175,256.8,10.23,6,83530.28,3,20882.57,Medium,Premium,218.5531914893617,0.03982094200077851,25430.5,0.009222892310521282,Small,Medium,Traditional,1,0,11932.897142857142
284,Ford,2014,183756,Petrol,Manual,Third,1062,198.3,6.81,5,28707.56,11,2392.2966666666666,Very High,Budget,186.72316384180792,0.03432459677419355,15313.0,0.07598082244459492,Small,Medium,Traditional,0,2,4784.593333333333
285,Hyundai,2011,35111,Electric,Manual,First,4188,210.5,22.58,2,54324.59,14,3621.639333333333,Low,Mid-range,50.262655205348615,0.10721747388414055,2340.733333333333,0.05424699483245373,Large,Medium,Eco-Friendly,0,0,18108.196666666667
286,Kia,2021,68936,Hybrid,Manual,Second,4195,590.5,15.06,6,94494.21,4,18898.842,Medium,Premium,140.7628128724672,0.025499492041991194,13787.2,0.024995975986507674,Large,Very High,Eco-Friendly,0,1,13499.172857142858
287,Honda,2018,158686,Electric,Manual,Second,2744,400.0,28.0,7,94722.44,7,11840.305,Very High,Premium,145.77259475218656,0.06998250437390652,19835.75,0.029559737273055116,Medium,High,Eco-Friendly,0,1,11840.305
288,Mercedes,2007,178063,Petrol,Automatic,First,2693,441.9,21.26,4,56031.63,18,2949.0331578947366,Very High,Mid-range,164.09209060527292,0.04809954751131222,9371.736842105263,0.1419565706624872,Medium,High,Traditional,1,0,11206.326
289,Toyota,2016,65920,Diesel,Automatic,Second,4434,586.9,7.26,5,95686.22,9,9568.622,Medium,Premium,132.3635543527289,0.012367972742759796,6592.0,0.05520172913373384,Large,Very High,Traditional,1,1,15947.703333333333
290,Toyota,2017,68530,Hybrid,Manual,Second,2452,251.2,28.7,5,101118.75,8,11235.416666666666,Medium,Premium,102.44698205546493,0.11420612813370475,7614.444444444444,0.019873466854892344,Medium,Medium,Eco-Friendly,0,1,16853.125
291,Mercedes,2006,172296,Diesel,Manual,First,4941,489.0,11.46,6,79608.76,19,3980.4379999999996,Very High,Premium,98.9678202792957,0.023430791249233286,8614.8,0.11670679574966689,Large,Very High,Traditional,0,0,11372.679999999998
292,Ford,2007,12788,Hybrid,Manual,Second,4692,283.3,13.43,2,29725.82,18,1564.516842105263,Low,Budget,60.37936913895993,0.04738884968242766,673.0526315789474,0.1715420620167243,Large,Medium,Eco-Friendly,0,1,9908.606666666667
293,BMW,2009,33082,Electric,Manual,Third,1399,526.9,15.06,7,35059.38,16,2062.316470588235,Low,Budget,376.62616154395994,0.028576850094876663,1946.0,0.2404537543517783,Small,Very High,Eco-Friendly,0,2,4382.4225
294,Ford,2015,128287,Electric,Automatic,Third,2712,141.2,6.28,6,39836.42,10,3621.4927272727273,High,Mid-range,52.06489675516223,0.04444444444444445,11662.454545454546,0.03544406239159062,Medium,Low,Eco-Friendly,1,2,5690.917142857143
295,Toyota,2012,94570,Electric,Manual,First,2092,570.7,17.41,4,16666.08,13,1190.4342857142858,Medium,Budget,272.8011472275335,0.030501051156271896,6755.0,0.4451349606529758,Medium,Very High,Eco-Friendly,0,0,3333.2160000000003
296,Toyota,2016,106015,Electric,Automatic,Second,1400,162.5,8.08,4,34959.68,9,3495.968,High,Budget,116.07142857142858,0.04969249692496925,10601.5,0.04183271034773923,Small,Low,Eco-Friendly,1,1,6991.936
297,Mercedes,2011,88588,Electric,Manual,Third,1180,222.7,15.02,4,27513.75,14,1834.25,Medium,Budget,188.72881355932202,0.06741472172351885,5905.866666666667,0.11331376806985344,Small,Medium,Eco-Friendly,0,2,5502.75
298,Hyundai,2019,152603,Diesel,Manual,Third,4437,463.5,13.77,6,56273.46,6,8039.065714285714,High,Mid-range,104.46247464503043,0.029702329594477998,21800.428571428572,0.04941851063519757,Large,Very High,Traditional,0,2,8039.065714285714
299,Ford,2021,93340,Electric,Manual,Second,2963,260.5,24.32,7,109287.19,4,21857.438000000002,Medium,Luxury,87.91765102936213,0.09332310053722179,18668.0,0.00953442453388605,Medium,Medium,Eco-Friendly,0,1,13660.89875
300,Nissan,2008,99439,Petrol,Manual,Second,1898,380.6,25.08,5,15224.2,17,845.7888888888889,Medium,Budget,200.52687038988412,0.06587864460204884,5524.388888888889,0.42496650290308174,Small,High,Traditional,0,1,2537.366666666667
301,Mercedes,2017,180929,Petrol,Automatic,Third,1165,289.0,8.84,2,87271.35,8,9696.816666666668,Very High,Premium,248.068669527897,0.03057765479072985,20103.222222222223,0.026491781188429094,Small,Medium,Traditional,1,2,29090.45
302,Kia,2022,146214,Diesel,Automatic,Third,3370,455.7,14.16,5,83412.11,3,20853.0275,High,Premium,135.2225519287834,0.031066257130320317,36553.5,0.016389509994292263,Medium,Very High,Traditional,1,2,13902.018333333333
303,Toyota,2005,120053,Hybrid,Automatic,First,4219,167.9,14.33,7,14203.24,20,676.3447619047619,High,Budget,39.79616022754207,0.08529761904761905,5716.809523809524,0.2364082837237332,Large,Low,Eco-Friendly,1,0,1775.405
304,Mercedes,2020,53355,Petrol,Manual,First,3276,72.7,8.79,5,110940.97,5,18490.161666666667,Medium,Luxury,22.191697191697195,0.12074175824175823,8892.5,0.0032764876989294493,Medium,Low,Traditional,0,0,18490.161666666667
305,Ford,2017,145938,Hybrid,Manual,Third,1590,208.0,24.96,6,69511.25,8,7723.472222222223,High,Mid-range,130.81761006289307,0.11994233541566555,16215.333333333334,0.023938226715435048,Small,Medium,Eco-Friendly,0,2,9930.17857142857
306,Toyota,2014,130426,Diesel,Automatic,First,4369,305.6,22.68,4,45555.89,11,3796.3241666666668,High,Mid-range,69.9473563744564,0.07419038272816486,10868.833333333334,0.07378905803271471,Large,Medium,Traditional,1,0,9111.178
307,BMW,2016,69027,Hybrid,Automatic,Third,1546,134.1,9.76,7,91515.01,9,9151.501,Medium,Premium,86.73997412677878,0.07272727272727274,6902.7,0.013187856419876695,Small,Low,Eco-Friendly,1,2,11439.37625
308,Mercedes,2006,193978,Hybrid,Manual,Third,1112,238.7,14.17,7,33111.76,19,1655.5880000000002,Very High,Budget,214.65827338129495,0.05933835845896148,9698.9,0.1369653269615701,Small,Medium,Eco-Friendly,0,2,4138.97
309,Audi,2007,164210,Hybrid,Manual,First,1720,264.0,7.65,5,84140.65,18,4428.4552631578945,Very High,Premium,153.48837209302326,0.02896630064369557,8642.631578947368,0.056476192230601616,Small,Medium,Eco-Friendly,0,0,14023.441666666666
310,Toyota,2014,97601,Hybrid,Automatic,First,1877,72.1,20.71,6,7646.21,11,637.1841666666667,Medium,Budget,38.41236014917421,0.28684210526315795,8133.416666666667,0.10371102663585803,Small,Low,Eco-Friendly,1,0,1092.3157142857142
311,Ford,2006,34956,Diesel,Manual,Second,3629,366.7,8.03,5,101210.74,19,5060.537,Low,Premium,101.04712041884817,0.02189203925845147,1747.8,0.06883885209364052,Large,High,Traditional,0,1,16868.45666666667
312,Honda,2017,109797,Petrol,Manual,Second,3181,535.2,29.65,5,55435.99,8,6159.554444444444,High,Mid-range,168.24897830870796,0.05538950121427236,12199.666666666666,0.07723363046947536,Medium,Very High,Traditional,0,1,9239.331666666667
313,Nissan,2017,129917,Electric,Automatic,Second,4418,125.0,24.52,7,77493.07,8,8610.341111111113,High,Premium,28.293345405160704,0.19600319744204636,14435.222222222223,0.012904213186892879,Large,Low,Eco-Friendly,1,1,9686.63375
314,Volkswagen,2022,131303,Hybrid,Manual,Third,1597,374.8,14.76,5,28884.82,3,7221.205,High,Budget,234.69004383218535,0.03937049879967991,32825.75,0.038925673565784184,Small,High,Eco-Friendly,0,2,4814.136666666666
315,Hyundai,2007,141511,Petrol,Automatic,First,1072,412.3,19.46,4,82217.62,18,4327.243157894736,High,Premium,384.60820895522386,0.04718719689621726,7447.9473684210525,0.09026422481914682,Small,High,Traditional,1,0,16443.523999999998
316,Volkswagen,2011,183313,Petrol,Manual,Third,3810,274.8,27.78,5,93352.11,14,6223.474,Very High,Premium,72.1259842519685,0.10105492906511458,12220.866666666667,0.04121126762675609,Large,Medium,Traditional,0,2,15558.685
317,Ford,2018,47533,Diesel,Automatic,First,2573,432.6,18.85,4,58365.94,7,7295.7425,Low,Mid-range,168.13058686358337,0.043563669979200366,5941.625,0.05188210997527025,Medium,High,Traditional,1,0,11673.188
318,Kia,2024,164342,Petrol,Manual,Third,3347,270.0,9.36,7,75274.05,1,37637.025,Very High,Mid-range,80.6692560501942,0.034653831914105884,82171.0,0.0035868458406869206,Medium,Medium,Traditional,0,2,9409.25625
319,Kia,2021,83815,Diesel,Automatic,Second,3964,322.6,14.47,6,56390.13,4,11278.026,Medium,Mid-range,81.38244197780021,0.044840409048652,16763.0,0.022883031427105648,Large,High,Traditional,1,1,8055.732857142857
320,Honda,2016,44279,Hybrid,Automatic,Second,1746,44.1,26.08,4,107608.69,9,10760.869,Low,Luxury,25.25773195876289,0.5900452488687782,4427.9,0.0036883295547083168,Small,Low,Eco-Friendly,1,1,21521.738
321,Hyundai,2020,114787,Hybrid,Automatic,Second,3465,427.4,21.11,6,61250.69,5,10208.448333333334,High,Mid-range,123.34776334776335,0.04938011695906432,19131.166666666668,0.03488883327137586,Medium,High,Eco-Friendly,1,1,8750.098571428573
322,Audi,2016,159960,Electric,Automatic,Third,1306,410.4,21.27,6,101491.62,9,10149.162,Very High,Premium,314.2419601837672,0.051814859926918394,15996.0,0.03639279387998852,Small,High,Eco-Friendly,1,2,14498.802857142857
323,Honda,2019,153702,Electric,Manual,First,1043,61.5,26.67,4,96758.19,6,13822.598571428573,Very High,Premium,58.96452540747843,0.4329545454545455,21957.428571428572,0.0038135912464748825,Small,Low,Eco-Friendly,0,0,19351.638
324,Volkswagen,2014,66063,Electric,Manual,First,1305,246.2,27.35,7,51029.06,11,4252.421666666666,Medium,Mid-range,188.65900383141764,0.11104344295574504,5505.25,0.05307068030098338,Small,Medium,Eco-Friendly,0,0,6378.6325
325,Honda,2011,132896,Petrol,Automatic,Second,3958,588.3,27.99,2,29919.89,14,1994.6593333333333,High,Budget,148.63567458312278,0.04756968048946295,8859.733333333334,0.27526587611531605,Large,Very High,Traditional,1,1,9973.296666666667
326,Volkswagen,2024,171216,Hybrid,Manual,Second,4390,275.6,7.37,6,50511.61,1,25255.805,Very High,Mid-range,62.77904328018224,0.026731955023576347,85608.0,0.005456063347350296,Large,Medium,Eco-Friendly,0,1,7215.944285714286
327,Toyota,2009,188233,Diesel,Manual,Second,2672,321.1,18.6,6,99667.43,16,5862.79,Very High,Premium,120.17215568862275,0.05790784557907845,11072.529411764706,0.051546914103091625,Medium,High,Traditional,0,1,14238.204285714284
328,Kia,2005,187051,Electric,Manual,Second,4593,549.6,23.51,7,29633.01,20,1411.0957142857142,Very High,Budget,119.66035271064665,0.04276878297253047,8907.190476190477,0.3709251633511631,Large,Very High,Eco-Friendly,0,1,3704.12625
329,Toyota,2021,102661,Diesel,Manual,First,1992,441.7,23.92,7,64359.05,4,12871.810000000001,High,Mid-range,221.73694779116465,0.05414214576731553,20532.2,0.02745181211015218,Small,High,Traditional,0,0,8044.88125
330,Nissan,2007,143051,Diesel,Manual,Third,2264,366.0,20.17,5,97313.32,18,5121.753684210526,High,Premium,161.66077738515904,0.05509423654739142,7529.0,0.0676981558315364,Medium,High,Traditional,0,2,16218.886666666667
331,Hyundai,2017,162261,Electric,Automatic,Third,1190,486.8,9.17,7,44356.86,8,4928.54,Very High,Mid-range,409.0756302521009,0.01883343602382419,18029.0,0.08779503790309091,Small,Very High,Eco-Friendly,1,2,5544.6075
332,Audi,2018,178672,Hybrid,Automatic,Third,4177,524.0,24.94,6,78138.53,7,9767.31625,Very High,Premium,125.44888676083315,0.047586338485021945,22334.0,0.04694166960052102,Large,Very High,Eco-Friendly,1,2,11162.647142857142
333,Volkswagen,2022,195632,Electric,Automatic,Third,1472,295.9,23.0,4,31738.89,3,7934.7225,Very High,Budget,201.0190217391304,0.0777027027027027,48908.0,0.02796796082154034,Small,Medium,Eco-Friendly,1,2,6347.778
334,Audi,2008,128257,Diesel,Automatic,Second,3360,306.1,7.15,2,15785.7,17,876.9833333333333,High,Budget,91.10119047619048,0.02335075114304376,7125.388888888889,0.3296255708919534,Medium,Medium,Traditional,1,1,5261.900000000001
335,Volkswagen,2022,197630,Electric,Manual,Second,2011,256.2,16.6,5,95942.95,3,23985.7375,Very High,Premium,127.39930382894082,0.0647678501755755,49407.5,0.008010927213232308,Medium,Medium,Eco-Friendly,0,1,15990.491666666667
336,Ford,2009,91205,Diesel,Manual,Second,1729,581.4,9.35,4,14579.33,16,857.6076470588235,Medium,Budget,336.26373626373623,0.016079105760963025,5365.0,0.6380102507967926,Small,Very High,Traditional,0,1,2915.866
337,Honda,2020,11910,Diesel,Automatic,Third,2339,430.4,13.44,2,34751.62,5,5791.936666666667,Low,Budget,184.01026079521162,0.03121951219512195,1985.0,0.061923388797736685,Medium,High,Traditional,1,2,11583.873333333335
338,Nissan,2005,193785,Electric,Manual,Second,1712,86.6,5.45,2,103047.8,20,4907.038095238096,Very High,Premium,50.58411214953271,0.06286043829296425,9227.857142857143,0.016807570781998432,Small,Low,Eco-Friendly,0,1,34349.26666666667
339,Kia,2018,51857,Petrol,Manual,Second,1443,523.3,15.01,2,43536.91,7,5442.11375,Low,Mid-range,362.6472626472626,0.028677875429881546,6482.125,0.08413587147384886,Small,Very High,Traditional,0,1,14512.303333333335
340,Volkswagen,2019,39964,Electric,Automatic,First,1301,309.1,18.75,4,116846.31,6,16692.329999999998,Low,Luxury,237.58647194465797,0.060640362225097014,5709.142857142857,0.01587199568394001,Small,Medium,Eco-Friendly,1,0,23369.262
341,Audi,2013,161299,Petrol,Manual,First,1529,78.5,20.49,5,117628.92,12,9048.378461538461,Very High,Luxury,51.34074558534991,0.26068702290076334,12407.615384615385,0.008008166629714616,Small,Low,Traditional,0,0,19604.82
342,Nissan,2019,142050,Diesel,Automatic,Second,2083,347.8,21.59,5,34388.29,6,4912.612857142857,High,Budget,166.9707153144503,0.062058062661684385,20292.85714285714,0.060681683163566334,Medium,High,Traditional,1,1,5731.381666666667
343,BMW,2021,22153,Diesel,Automatic,First,2918,273.6,25.91,2,7794.45,4,1558.8899999999999,Low,Budget,93.76285126799178,0.09466569236390207,4430.6,0.1403895862329949,Medium,Medium,Traditional,1,0,2598.15
344,BMW,2008,64765,Petrol,Manual,First,4636,531.5,10.39,4,85492.4,17,4749.577777777778,Medium,Premium,114.64624676445212,0.01954477050413845,3598.0555555555557,0.10568652083084777,Large,Very High,Traditional,0,0,17098.48
345,Toyota,2016,113212,Diesel,Manual,Second,1719,154.2,8.01,2,55765.42,9,5576.5419999999995,High,Mid-range,89.70331588132635,0.05191186001296177,11321.2,0.024885943906745315,Small,Low,Traditional,0,1,18588.47333333333
346,Kia,2009,44071,Petrol,Automatic,Second,4850,502.8,26.29,7,14788.08,16,869.8870588235294,Low,Budget,103.67010309278352,0.05227679459137005,2592.4117647058824,0.5439689284255681,Large,Very High,Traditional,1,1,1848.51
347,Ford,2009,117990,Petrol,Automatic,Second,3139,352.3,8.92,5,85780.17,16,5045.892352941177,High,Premium,112.23319528512266,0.02531214528944381,6940.588235294118,0.06571139097310051,Medium,High,Traditional,1,1,14296.695
348,Audi,2015,74519,Diesel,Manual,Second,1555,70.6,29.37,6,6647.46,10,604.3145454545455,Medium,Budget,45.40192926045016,0.4154172560113155,6774.454545454545,0.10619000490339116,Small,Low,Traditional,0,1,949.6371428571429
349,Honda,2010,14503,Hybrid,Automatic,Third,2669,584.2,26.06,2,104813.01,15,6550.813125,Low,Premium,218.88347695766205,0.04460037651891151,906.4375,0.08360523559779842,Medium,Very High,Eco-Friendly,1,2,34937.67
350,Honda,2011,196775,Petrol,Automatic,Third,1307,327.1,17.52,7,19222.35,14,1281.49,Very High,Budget,250.2677888293803,0.053545232273838624,13118.333333333334,0.23822070554820055,Small,High,Traditional,1,2,2402.79375
351,Audi,2018,100457,Electric,Automatic,Second,2236,202.9,29.54,5,17895.49,7,2236.93625,Medium,Budget,90.74239713774597,0.14551724137931035,12557.125,0.07936193074731412,Medium,Medium,Eco-Friendly,1,1,2982.581666666667
352,Hyundai,2015,193938,Electric,Manual,First,3375,302.9,7.43,4,23553.66,10,2141.241818181818,Very High,Budget,89.74814814814815,0.02452145214521452,17630.727272727272,0.12859451165926403,Medium,Medium,Eco-Friendly,0,0,4710.732
353,Ford,2017,152977,Diesel,Automatic,Second,4226,520.4,12.58,5,115351.16,8,12816.795555555556,Very High,Luxury,123.1424514907714,0.024169068203650338,16997.444444444445,0.0360912184045795,Large,Very High,Traditional,1,1,19225.193333333333
354,Nissan,2006,50838,Hybrid,Manual,Second,1358,210.7,20.96,4,84100.82,19,4205.041,Low,Premium,155.1546391752577,0.09943074003795067,2541.9,0.04760063456415092,Small,Medium,Eco-Friendly,0,1,16820.164
355,Volkswagen,2011,130200,Diesel,Automatic,First,3902,147.9,13.75,4,96760.47,14,6450.698,High,Premium,37.90363915940544,0.0929054054054054,8680.0,0.021399013470961115,Large,Low,Traditional,1,0,19352.094
356,Hyundai,2024,194351,Hybrid,Manual,Third,4422,112.3,28.21,2,49523.29,1,24761.645,Very High,Mid-range,25.39574853007689,0.25097864768683276,97175.5,0.00226757415401614,Large,Low,Eco-Friendly,0,2,16507.763333333332
357,Volkswagen,2008,94489,Petrol,Automatic,Second,4857,206.8,6.64,2,42348.59,17,2352.6994444444445,Medium,Mid-range,42.57772287420218,0.032092798453359106,5249.388888888889,0.08301379068841046,Large,Medium,Traditional,1,1,14116.196666666665
358,Volkswagen,2012,31806,Petrol,Manual,Second,4515,476.8,18.74,5,30434.63,13,2173.9021428571427,Low,Budget,105.60354374307863,0.03929544977982805,2271.8571428571427,0.20365604391957717,Large,Very High,Traditional,0,1,5072.4383333333335
