Car_ID,Model_Year,Kilometers_Driven,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_Per_Year,Power_Per_CC,Efficiency_to_Power,Usage_Intensity,Depreciation_Rate,Is_Automatic,Owner_History_Numeric,Price_Per_Seat,Brand_Audi,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Nissan,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Mileage_Category_High,Mileage_Category_Low,Mileage_Category_Medium,Mileage_Category_Very High,Price_Category_Budget,Price_Category_Luxury,Price_Category_Mid-range,Price_Category_Premium,Engine_Size_Category_Large,Engine_Size_Category_Medium,Engine_Size_Category_Small,Power_Rating_High,Power_Rating_Low,Power_Rating_Medium,Power_Rating_Very High,Fuel_Type_Category_Eco-Friendly,Fuel_Type_Category_Traditional
276,2020,164674,3749,432.5,21.07,6,20988.67,5,3498.111666666666,115.36409709255801,0.048705501618122975,27445.666666666668,0.10302686988409061,1,2,2998.3814285714284,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False
277,2012,56399,1741,468.6,24.57,4,110842.02,13,7917.287142857143,269.1556576680069,0.052421591636441216,4028.5,0.05495880570558254,0,1,22168.404000000002,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False
278,2022,159544,2707,560.5,28.44,2,91623.88,3,22905.97,207.05578130772074,0.050731359257937925,39886.0,0.018352002207260736,1,1,30541.293333333335,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
279,2022,185302,2043,154.7,22.3,5,88609.52,3,22152.38,75.72197748409201,0.14405684754521966,46325.5,0.005237527101748189,1,2,14768.253333333334,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
280,2024,12099,2266,486.9,8.9,7,85974.14,1,42987.07,214.8720211827008,0.018275154004106776,6049.5,0.005663264985669113,1,0,10746.7675,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
281,2011,161503,4757,453.6,11.09,7,26439.76,14,1762.6506666666667,95.35421484128653,0.024443464844610973,10766.866666666667,0.24017463945816991,1,2,3304.97,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
282,2007,61492,2766,75.7,26.05,2,27687.78,18,1457.2515789473684,27.368040491684745,0.3436675461741425,3236.4210526315787,0.04921126896887477,0,2,9229.26,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
283,2022,101722,1175,256.8,10.23,6,83530.28,3,20882.57,218.5531914893617,0.03982094200077851,25430.5,0.009222892310521282,1,0,11932.897142857142,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
284,2014,183756,1062,198.3,6.81,5,28707.56,11,2392.2966666666666,186.72316384180792,0.03432459677419355,15313.0,0.07598082244459492,0,2,4784.593333333333,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
285,2011,35111,4188,210.5,22.58,2,54324.59,14,3621.639333333333,50.262655205348615,0.10721747388414055,2340.733333333333,0.05424699483245373,0,0,18108.196666666667,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
286,2021,68936,4195,590.5,15.06,6,94494.21,4,18898.842,140.7628128724672,0.025499492041991194,13787.2,0.024995975986507674,0,1,13499.172857142858,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False
287,2018,158686,2744,400.0,28.0,7,94722.44,7,11840.305,145.77259475218656,0.06998250437390652,19835.75,0.029559737273055116,0,1,11840.305,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
288,2007,178063,2693,441.9,21.26,4,56031.63,18,2949.0331578947366,164.09209060527292,0.04809954751131222,9371.736842105263,0.1419565706624872,1,0,11206.326,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
289,2016,65920,4434,586.9,7.26,5,95686.22,9,9568.622,132.3635543527289,0.012367972742759796,6592.0,0.05520172913373384,1,1,15947.703333333333,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True
290,2017,68530,2452,251.2,28.7,5,101118.75,8,11235.416666666666,102.44698205546493,0.11420612813370475,7614.444444444444,0.019873466854892344,0,1,16853.125,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
291,2006,172296,4941,489.0,11.46,6,79608.76,19,3980.4379999999996,98.9678202792957,0.023430791249233286,8614.8,0.11670679574966689,0,0,11372.679999999998,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True
292,2007,12788,4692,283.3,13.43,2,29725.82,18,1564.516842105263,60.37936913895993,0.04738884968242766,673.0526315789474,0.1715420620167243,0,1,9908.606666666667,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
293,2009,33082,1399,526.9,15.06,7,35059.38,16,2062.316470588235,376.62616154395994,0.028576850094876663,1946.0,0.2404537543517783,0,2,4382.4225,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
294,2015,128287,2712,141.2,6.28,6,39836.42,10,3621.4927272727273,52.06489675516223,0.04444444444444445,11662.454545454546,0.03544406239159062,1,2,5690.917142857143,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
295,2012,94570,2092,570.7,17.41,4,16666.08,13,1190.4342857142858,272.8011472275335,0.030501051156271896,6755.0,0.4451349606529758,0,0,3333.2160000000003,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
296,2016,106015,1400,162.5,8.08,4,34959.68,9,3495.968,116.07142857142858,0.04969249692496925,10601.5,0.04183271034773923,1,1,6991.936,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
297,2011,88588,1180,222.7,15.02,4,27513.75,14,1834.25,188.72881355932202,0.06741472172351885,5905.866666666667,0.11331376806985344,0,2,5502.75,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
298,2019,152603,4437,463.5,13.77,6,56273.46,6,8039.065714285714,104.46247464503043,0.029702329594477998,21800.428571428572,0.04941851063519757,0,2,8039.065714285714,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
299,2021,93340,2963,260.5,24.32,7,109287.19,4,21857.438000000002,87.91765102936213,0.09332310053722179,18668.0,0.00953442453388605,0,1,13660.89875,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
300,2008,99439,1898,380.6,25.08,5,15224.2,17,845.7888888888889,200.52687038988412,0.06587864460204884,5524.388888888889,0.42496650290308174,0,1,2537.366666666667,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True
301,2017,180929,1165,289.0,8.84,2,87271.35,8,9696.816666666668,248.068669527897,0.03057765479072985,20103.222222222223,0.026491781188429094,1,2,29090.45,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True
302,2022,146214,3370,455.7,14.16,5,83412.11,3,20853.0275,135.2225519287834,0.031066257130320317,36553.5,0.016389509994292263,1,2,13902.018333333333,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
303,2005,120053,4219,167.9,14.33,7,14203.24,20,676.3447619047619,39.79616022754207,0.08529761904761905,5716.809523809524,0.2364082837237332,1,0,1775.405,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
304,2020,53355,3276,72.7,8.79,5,110940.97,5,18490.161666666667,22.191697191697195,0.12074175824175823,8892.5,0.0032764876989294493,0,0,18490.161666666667,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
305,2017,145938,1590,208.0,24.96,6,69511.25,8,7723.472222222223,130.81761006289307,0.11994233541566555,16215.333333333334,0.023938226715435048,0,2,9930.17857142857,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
306,2014,130426,4369,305.6,22.68,4,45555.89,11,3796.3241666666668,69.9473563744564,0.07419038272816486,10868.833333333334,0.07378905803271471,1,0,9111.178,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
307,2016,69027,1546,134.1,9.76,7,91515.01,9,9151.501,86.73997412677878,0.07272727272727274,6902.7,0.013187856419876695,1,2,11439.37625,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
308,2006,193978,1112,238.7,14.17,7,33111.76,19,1655.5880000000002,214.65827338129495,0.05933835845896148,9698.9,0.1369653269615701,0,2,4138.97,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
309,2007,164210,1720,264.0,7.65,5,84140.65,18,4428.4552631578945,153.48837209302326,0.02896630064369557,8642.631578947368,0.056476192230601616,0,0,14023.441666666666,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
310,2014,97601,1877,72.1,20.71,6,7646.21,11,637.1841666666667,38.41236014917421,0.28684210526315795,8133.416666666667,0.10371102663585803,1,0,1092.3157142857142,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
311,2006,34956,3629,366.7,8.03,5,101210.74,19,5060.537,101.04712041884817,0.02189203925845147,1747.8,0.06883885209364052,0,1,16868.45666666667,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True
312,2017,109797,3181,535.2,29.65,5,55435.99,8,6159.554444444444,168.24897830870796,0.05538950121427236,12199.666666666666,0.07723363046947536,0,1,9239.331666666667,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
313,2017,129917,4418,125.0,24.52,7,77493.07,8,8610.341111111113,28.293345405160704,0.19600319744204636,14435.222222222223,0.012904213186892879,1,1,9686.63375,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False
314,2022,131303,1597,374.8,14.76,5,28884.82,3,7221.205,234.69004383218535,0.03937049879967991,32825.75,0.038925673565784184,0,2,4814.136666666666,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
315,2007,141511,1072,412.3,19.46,4,82217.62,18,4327.243157894736,384.60820895522386,0.04718719689621726,7447.9473684210525,0.09026422481914682,1,0,16443.523999999998,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
316,2011,183313,3810,274.8,27.78,5,93352.11,14,6223.474,72.1259842519685,0.10105492906511458,12220.866666666667,0.04121126762675609,0,2,15558.685,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
317,2018,47533,2573,432.6,18.85,4,58365.94,7,7295.7425,168.13058686358337,0.043563669979200366,5941.625,0.05188210997527025,1,0,11673.188,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
318,2024,164342,3347,270.0,9.36,7,75274.05,1,37637.025,80.6692560501942,0.034653831914105884,82171.0,0.0035868458406869206,0,2,9409.25625,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
319,2021,83815,3964,322.6,14.47,6,56390.13,4,11278.026,81.38244197780021,0.044840409048652,16763.0,0.022883031427105648,1,1,8055.732857142857,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True
320,2016,44279,1746,44.1,26.08,4,107608.69,9,10760.869,25.25773195876289,0.5900452488687782,4427.9,0.0036883295547083168,1,1,21521.738,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
321,2020,114787,3465,427.4,21.11,6,61250.69,5,10208.448333333334,123.34776334776335,0.04938011695906432,19131.166666666668,0.03488883327137586,1,1,8750.098571428573,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
322,2016,159960,1306,410.4,21.27,6,101491.62,9,10149.162,314.2419601837672,0.051814859926918394,15996.0,0.03639279387998852,1,2,14498.802857142857,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
323,2019,153702,1043,61.5,26.67,4,96758.19,6,13822.598571428573,58.96452540747843,0.4329545454545455,21957.428571428572,0.0038135912464748825,0,0,19351.638,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
324,2014,66063,1305,246.2,27.35,7,51029.06,11,4252.421666666666,188.65900383141764,0.11104344295574504,5505.25,0.05307068030098338,0,0,6378.6325,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
325,2011,132896,3958,588.3,27.99,2,29919.89,14,1994.6593333333333,148.63567458312278,0.04756968048946295,8859.733333333334,0.27526587611531605,1,1,9973.296666666667,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
326,2024,171216,4390,275.6,7.37,6,50511.61,1,25255.805,62.77904328018224,0.026731955023576347,85608.0,0.005456063347350296,0,1,7215.944285714286,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False
327,2009,188233,2672,321.1,18.6,6,99667.43,16,5862.79,120.17215568862275,0.05790784557907845,11072.529411764706,0.051546914103091625,0,1,14238.204285714284,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True
328,2005,187051,4593,549.6,23.51,7,29633.01,20,1411.0957142857142,119.66035271064665,0.04276878297253047,8907.190476190477,0.3709251633511631,0,1,3704.12625,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False
329,2021,102661,1992,441.7,23.92,7,64359.05,4,12871.810000000001,221.73694779116465,0.05414214576731553,20532.2,0.02745181211015218,0,0,8044.88125,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
330,2007,143051,2264,366.0,20.17,5,97313.32,18,5121.753684210526,161.66077738515904,0.05509423654739142,7529.0,0.0676981558315364,0,2,16218.886666666667,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
331,2017,162261,1190,486.8,9.17,7,44356.86,8,4928.54,409.0756302521009,0.01883343602382419,18029.0,0.08779503790309091,1,2,5544.6075,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False
332,2018,178672,4177,524.0,24.94,6,78138.53,7,9767.31625,125.44888676083315,0.047586338485021945,22334.0,0.04694166960052102,1,2,11162.647142857142,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
333,2022,195632,1472,295.9,23.0,4,31738.89,3,7934.7225,201.0190217391304,0.0777027027027027,48908.0,0.02796796082154034,1,2,6347.778,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
334,2008,128257,3360,306.1,7.15,2,15785.7,17,876.9833333333333,91.10119047619048,0.02335075114304376,7125.388888888889,0.3296255708919534,1,1,5261.900000000001,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
335,2022,197630,2011,256.2,16.6,5,95942.95,3,23985.7375,127.39930382894082,0.0647678501755755,49407.5,0.008010927213232308,0,1,15990.491666666667,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
336,2009,91205,1729,581.4,9.35,4,14579.33,16,857.6076470588235,336.26373626373623,0.016079105760963025,5365.0,0.6380102507967926,0,1,2915.866,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
337,2020,11910,2339,430.4,13.44,2,34751.62,5,5791.936666666667,184.01026079521162,0.03121951219512195,1985.0,0.061923388797736685,1,2,11583.873333333335,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
338,2005,193785,1712,86.6,5.45,2,103047.8,20,4907.038095238096,50.58411214953271,0.06286043829296425,9227.857142857143,0.016807570781998432,0,1,34349.26666666667,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
339,2018,51857,1443,523.3,15.01,2,43536.91,7,5442.11375,362.6472626472626,0.028677875429881546,6482.125,0.08413587147384886,0,1,14512.303333333335,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
340,2019,39964,1301,309.1,18.75,4,116846.31,6,16692.329999999998,237.58647194465797,0.060640362225097014,5709.142857142857,0.01587199568394001,1,0,23369.262,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
341,2013,161299,1529,78.5,20.49,5,117628.92,12,9048.378461538461,51.34074558534991,0.26068702290076334,12407.615384615385,0.008008166629714616,0,0,19604.82,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True
342,2019,142050,2083,347.8,21.59,5,34388.29,6,4912.612857142857,166.9707153144503,0.062058062661684385,20292.85714285714,0.060681683163566334,1,1,5731.381666666667,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
343,2021,22153,2918,273.6,25.91,2,7794.45,4,1558.8899999999999,93.76285126799178,0.09466569236390207,4430.6,0.1403895862329949,1,0,2598.15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
344,2008,64765,4636,531.5,10.39,4,85492.4,17,4749.577777777778,114.64624676445212,0.01954477050413845,3598.0555555555557,0.10568652083084777,0,0,17098.48,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True
345,2016,113212,1719,154.2,8.01,2,55765.42,9,5576.5419999999995,89.70331588132635,0.05191186001296177,11321.2,0.024885943906745315,0,1,18588.47333333333,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
346,2009,44071,4850,502.8,26.29,7,14788.08,16,869.8870588235294,103.67010309278352,0.05227679459137005,2592.4117647058824,0.5439689284255681,1,1,1848.51,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
347,2009,117990,3139,352.3,8.92,5,85780.17,16,5045.892352941177,112.23319528512266,0.02531214528944381,6940.588235294118,0.06571139097310051,1,1,14296.695,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True
348,2015,74519,1555,70.6,29.37,6,6647.46,10,604.3145454545455,45.40192926045016,0.4154172560113155,6774.454545454545,0.10619000490339116,0,1,949.6371428571429,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
349,2010,14503,2669,584.2,26.06,2,104813.01,15,6550.813125,218.88347695766205,0.04460037651891151,906.4375,0.08360523559779842,1,2,34937.67,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
350,2011,196775,1307,327.1,17.52,7,19222.35,14,1281.49,250.2677888293803,0.053545232273838624,13118.333333333334,0.23822070554820055,1,2,2402.79375,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True
351,2018,100457,2236,202.9,29.54,5,17895.49,7,2236.93625,90.74239713774597,0.14551724137931035,12557.125,0.07936193074731412,1,1,2982.581666666667,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
352,2015,193938,3375,302.9,7.43,4,23553.66,10,2141.241818181818,89.74814814814815,0.02452145214521452,17630.727272727272,0.12859451165926403,0,0,4710.732,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False
353,2017,152977,4226,520.4,12.58,5,115351.16,8,12816.795555555556,123.1424514907714,0.024169068203650338,16997.444444444445,0.0360912184045795,1,1,19225.193333333333,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
354,2006,50838,1358,210.7,20.96,4,84100.82,19,4205.041,155.1546391752577,0.09943074003795067,2541.9,0.04760063456415092,0,1,16820.164,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
355,2011,130200,3902,147.9,13.75,4,96760.47,14,6450.698,37.90363915940544,0.0929054054054054,8680.0,0.021399013470961115,1,0,19352.094,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
356,2024,194351,4422,112.3,28.21,2,49523.29,1,24761.645,25.39574853007689,0.25097864768683276,97175.5,0.00226757415401614,0,2,16507.763333333332,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
357,2008,94489,4857,206.8,6.64,2,42348.59,17,2352.6994444444445,42.57772287420218,0.032092798453359106,5249.388888888889,0.08301379068841046,1,1,14116.196666666665,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
358,2012,31806,4515,476.8,18.74,5,30434.63,13,2173.9021428571427,105.60354374307863,0.03929544977982805,2271.8571428571427,0.20365604391957717,0,1,5072.4383333333335,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
359,2024,181072,2101,304.1,19.77,7,59235.82,1,29617.91,144.7405997144217,0.06499013806706114,90536.0,0.005133631413705193,0,2,7404.4775,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
360,2023,158240,2955,167.4,21.32,5,67563.96,2,22521.320000000003,56.6497461928934,0.12728358208955223,52746.666666666664,0.004955231232283716,0,2,11260.660000000002,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
361,2017,75119,1492,133.1,11.39,6,76917.66,8,8546.406666666668,89.20911528150134,0.08551051051051052,8346.555555555555,0.013843194876249793,1,0,10988.237142857144,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
362,2018,43714,2278,226.3,14.11,4,33082.86,7,4135.3575,99.34152765583846,0.062323321554770314,5464.25,0.047881353626813804,1,2,6616.572,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
363,2014,190165,1056,566.4,26.09,4,113992.53,11,9499.3775,536.3636363636363,0.04605472197705207,15847.083333333334,0.05465573353154341,1,2,22798.506,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
364,2015,60419,3230,232.1,9.87,2,22861.74,10,2078.34,71.85758513931889,0.04250645994832041,5492.636363636364,0.10151889056167371,0,2,7620.580000000001,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False
